Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"Inl_UniversalRenderPipeline.GetPerObjectLightFlags";0.0002;0.0001;0.0009;1287;1151;1446;15;15;0.0597999983438058;0.0001993333;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0008;1151;1446;0.0002
"mscorlib.dll!System.Threading::Thread.GetCurrentCultureNoAppX()";0.0002;0.0001;0.0008;1287;1152;1446;8;25;0.0590999983542133;0.000197;0.0002;0.0002;303;1;1;4;300;1147;0.0001;0.0005;1152;1316;0.0002
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::ScriptableCullingParameters.set_maximumVisibleLights()";0.0002;0.0001;0.0051;1288;1148;1172;12;12;0.069999998282583;0.0002333333;0.0001;0.0002;301;1;1;2;300;1147;0.0001;0.0051;1148;1172;0.0002
"UnityEngine.UI.dll!UnityEngine.EventSystems::PointerEventData.get_tangentialPressure()";0.0002;0;0.0003;1288;1254;1148;10;10;0.0568999985625851;0.0001922297;0.0002;0.0002;592;2;2;2;296;1147;0;0.0002;1147;1148;0.0002
"Inl_ScreenSpaceShadows Post";0.0002;0.0001;0.0003;1289;1158;1157;19;19;0.0583999984373804;0.0001946667;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0003;1158;1157;0.0002
"EarlyUpdate.ProcessMouseInWindow";0.0002;0;0.0006;1290;1182;1356;2;2;0.0592999982618494;0.0001976667;0.0002;0.0002;300;1;1;1;300;1147;0;0.0006;1182;1356;0.0003
"Inl_UberPostProcess";0.0002;0.0001;0.0005;1291;1151;1446;21;21;0.0596999983754358;0.000199;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0004;1151;1334;0.0002
"Inl_UniversalRenderPipeline.GetMainLightIndex";0.0002;0.0001;0.0005;1291;1151;1446;15;15;0.0599999982659938;0.0002;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0003;1151;1149;0.0002
"UnityEngine.UI.dll!UnityEngine.EventSystems::PointerEventData.get_azimuthAngle()";0.0002;0;0.0029;1291;1225;1302;10;10;0.060799998434959;0.0002054054;0.0002;0.0002;592;2;2;2;296;1147;0;0.0028;1151;1302;0.0002
"UnityEngine.UI.dll!UnityEngine.EventSystems::PointerEventData.get_radius()";0.0002;0.0001;0.0032;1291;1149;1215;10;10;0.0662999985725037;0.0002239865;0.0002;0.0002;592;2;2;2;296;1147;0;0.0031;1149;1215;0.0002
"Inl_CopyDepth";0.0002;0.0001;0.0004;1292;1154;1446;19;19;0.059699998353608;0.000199;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0003;1154;1165;0.0001
"Inl_ScreenSpaceShadows";0.0002;0.0001;0.0007;1292;1147;1446;19;19;0.0599999983751331;0.0002;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0005;1147;1446;0.0002
"Inl_ScriptableRenderer.AddRenderPasses";0.0002;0.0001;0.0008;1292;1152;1446;15;15;0.0606999982701382;0.0002023333;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0006;1152;1446;0.0001
"UnityEngine.UI.dll!UnityEngine.UI::InputField.get_text()";0.0002;0.0001;0.0055;1292;1148;1311;7;7;0.0661999984949944;0.0002206667;0.0002;0.0002;300;1;1;1;300;1147;0.0001;0.0055;1148;1311;0.0002
"Inl_Sort Render Passes";0.0002;0.0001;0.0004;1293;1164;1434;14;14;0.0600999983143993;0.0002003333;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0004;1164;1434;0.0002
"PrepareSceneNodesSetUp";0.0002;0.0001;0.0092;1293;1162;1387;16;16;0.127199999333243;0.001514286;0.0001;0.0024;101;1;1;3;84;1150;0;0.0092;1160;1387;0.0021
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::TransparentSettingsPass.Setup()";0.0002;0.0001;0.0006;1293;1150;1208;12;12;0.0632999985100469;0.000211;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0006;1150;1208;0.0002
"Crest.dll!Crest::OceanChunkRenderer.BeginCameraRendering()";0.0002;0.0001;0.0006;1294;1150;1446;13;13;0.0589999981530127;0.0001966667;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0004;1150;1446;0.0002
"Inl_UniversalRenderPipeline.InitializeAdditionalCameraData";0.0002;0.0001;0.0028;1294;1155;1215;13;13;0.0620999983220827;0.000207;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0028;1155;1215;0.0002
"Inl_DrawOpaqueObjects";0.0002;0.0001;0.0006;1295;1148;1446;19;19;0.0607999983039917;0.0002026667;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0004;1148;1330;0.0002
"Unity.InputSystem.dll!UnityEngine.InputSystem::InputSettings.get_maxEventBytesPerUpdate()";0.0002;0.0001;0.0003;1296;1180;1155;8;8;0.020699999477074;0.0002225806;0.0002;0.0003;186;2;2;2;93;1153;0;0.0002;1180;1155;0.0002
"mscorlib.dll!System::DateTime..ctor()";0.0002;0;0.0005;1297;1423;1446;9;10;0.0602999984766939;0.000201;0.0002;0.0002;600;2;2;2;300;1147;0;0.0004;1147;1446;0.0002
"Inl_DepthNormalPrepass";0.0002;0.0001;0.0009999999;1298;1153;1446;19;19;0.0612999982768088;0.0002043333;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0007;1153;1446;0.0002
"Inl_ScriptableRenderer.InternalStartRendering";0.0002;0.0001;0.0009;1298;1165;1446;15;15;0.0617999982423498;0.000206;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0007;1165;1446;0.0002
"Unity.InputSystem.dll!UnityEngine.InputSystem.Utilities::MemoryHelpers.Swap()";0.0002;0.0001;0.0011;1298;1147;1161;9;9;0.062499998282874;0.0002083333;0.0002;0.0002;300;1;1;1;300;1147;0.0001;0.0011;1147;1161;0.0002
"Assembly-CSharp.dll!::EnviroCore.ChangeSeason()";0.0002;0.0001;0.0003;1299;1213;1179;6;6;0.00359999989450444;0.0002;0.0002;0.0002;18;1;1;1;18;1161;0.0001;0.0003;1213;1179;0
"UnityEngine.UI.dll!UnityEngine.EventSystems::PointerEventData.set_twist()";0.0002;0.0001;0.0004;1299;1154;1384;10;10;0.0618999984362745;0.0002091216;0.0002;0.0002;592;2;2;2;296;1147;0;0.0002;1154;1150;0.0002
"Inl_CopyColor";0.0002;0.0001;0.0014;1300;1156;1446;19;19;0.0615999982474023;0.0002053333;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0012;1156;1446;0.0002
"Inl_RenderCameraStack";0.0002;0.0001;0.0012;1300;1149;1446;9;9;0.062099998263875;0.000207;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.001;1149;1446;0.0002
"UnityEngine.UI.dll!UnityEngine.EventSystems::PointerEventData.get_altitudeAngle()";0.0002;0.0001;0.0004;1300;1160;1340;10;10;0.0608999984615366;0.0002057432;0.0002;0.0002;592;2;2;2;296;1147;0;0.0002;1155;1150;0.0003
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::Volume.get_isGlobal()";0.0002;0.0001;0.0029;1301;1168;1333;12;12;0.0751999983913265;0.0002506667;0.0002;0.0002;602;2;2;4;300;1147;0;0.0028;1168;1333;0.0002
"Inl_DrawTransparentObjects";0.0002;0.0001;0.0004;1302;1148;1446;19;19;0.0625999981348286;0.0002086667;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0003;1148;1162;0.0002
"Inl_PostProcessPass";0.0002;0.0001;0.0015;1302;1170;1270;17;17;0.0629999981974834;0.00021;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0015;1170;1270;0.0002
"Inl_MainLightShadowCasterPass";0.0002;0.0001;0.0005;1304;1179;1446;17;17;0.0618999981888919;0.0002063333;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0004;1179;1389;0.0002
"Physics.UpdateCloth";0.0002;0;0.0051;1306;1177;1167;3;3;0.0654999986290932;0.0002183333;0.0002;0.0003;600;2;2;2;300;1147;0;0.0051;1149;1167;0.0051
"Assembly-CSharp.dll!UnityEngine.Rendering.LWRP::EnviroBlitPassShafts.set_destination()";0.0002;0.0001;0.0007;1307;1153;1446;16;16;0.0628999984037364;0.0002096667;0.0002;0.0002;602;2;2;4;300;1147;0;0.0003;1153;1446;0.0002
"Inl_RenderPipeline.BeginCameraRendering";0.0002;0.0001;0.0019;1307;1147;1446;10;10;0.0642999980700552;0.0002143333;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0016;1147;1446;0.0003
"UnityEngine.UI.dll!UnityEngine.EventSystems::PointerEventData.set_tangentialPressure()";0.0002;0.0001;0.0006;1307;1150;1417;10;10;0.0611999984903377;0.0002067568;0.0002;0.0002;592;2;2;2;296;1147;0;0.0005;1150;1417;0.0002
"FindDirectionalShadowCastingLights";0.0002;0.0001;0.0007;1308;1152;1446;16;16;0.0639999982668087;0.0002133333;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0006;1152;1269;0.0002
"Inl_RenderPassBlock.BeforeRendering";0.0002;0.0001;0.0004;1308;1156;1387;14;14;0.0626999981541303;0.000209;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0004;1156;1387;0.0002
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::CopyDepthPass.get_destination()";0.0002;0.0001;0.0023;1308;1164;1307;15;18;0.0672999984162743;0.0002243333;0.0002;0.0002;602;2;2;4;300;1147;0;0.0022;1164;1307;0.0003
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::VisibleLight.get_range()";0.0002;0.0001;0.003;1311;1149;1335;20;20;0.0743999982223613;0.000248;0.0002;0.0002;602;2;2;4;300;1147;0;0.0029;1149;1335;0.0002
"mscorlib.dll!System::Delegate.Combine()";0.0002;0.0001;0.0006;1313;1172;1446;10;15;0.0633999983983813;0.0002113333;0.0002;0.0002;600;2;2;2;300;1147;0;0.0004;1160;1446;0.0002
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::AdditionalLightsShadowCasterPass.MinimalPunctualLightShadowResolution()";0.0002;0.0001;0.003;1314;1157;1327;14;15;0.0647999983921181;0.000216;0.0002;0.0002;602;2;2;4;300;1147;0;0.0029;1147;1327;0.0002
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipelineAsset.get_mainLightShadowmapResolution()";0.0002;0.0001;0.0008;1315;1148;1446;14;14;0.0627999984062626;0.0002093333;0.0002;0.0002;602;2;2;4;300;1147;0;0.0003;1148;1446;0.0003
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipelineAsset.get_shadowNormalBias()";0.0002;0.0001;0.0006;1316;1148;1446;14;14;0.0633999983911053;0.0002113333;0.0002;0.0002;602;2;2;4;300;1147;0;0.0003;1148;1446;0.0003
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipeline.get_disposed()";0.0002;0.0001;0.0005;1316;1159;1446;4;5;0.0645999983607908;0.0002153333;0.0002;0.0002;602;2;2;4;300;1147;0;0.0003;1159;1446;0.0003
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.EndContextRendering()";0.0002;0.0001;0.0006;1316;1150;1186;8;8;0.0632999981025932;0.000211;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0006;1150;1186;0.0001
"Inl_Setup Camera Parameters";0.0002;0.0001;0.0005;1317;1181;1446;14;14;0.0634999981120927;0.0002116667;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0004;1181;1205;0.0002
"Inl_Render PostProcessing Effects";0.0002;0.0001;0.0007;1319;1165;1446;19;19;0.065399998005887;0.000218;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0007;1165;1287;0.0002
"Inl_UniversalRenderPipeline.SetupPerFrameShaderConstants";0.0002;0.0001;0.0006;1320;1154;1446;9;9;0.0638999979928485;0.000213;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0004;1154;1187;0.0003
"Unity.InputSystem.dll!UnityEngine.InputSystem::InputManager.WarnAboutDevicesFailingToRecreateAfterDomainReload()";0.0002;0.0001;0.0003;1320;1217;1156;7;7;0.0636999980270048;0.0002123333;0.0002;0.0002;300;1;1;1;300;1147;0.0001;0.0003;1217;1156;0.0002
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::CopyColorPass.get_source()";0.0002;0;0.0008;1320;1357;1446;17;18;0.0639999983541202;0.0002133333;0.0002;0.0002;602;2;2;4;300;1147;0;0.0004;1154;1446;0.0001
"Inl_RenderPassBlock.MainRenderingTransparent";0.0002;0.0001;0.0007;1325;1148;1446;14;14;0.0659999979252461;0.00022;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0005;1148;1446;0.0002
"Inl_RenderPipeline.EndContextRendering";0.0002;0.0001;0.0009;1326;1178;1446;8;8;0.0651999979600077;0.0002173333;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0007;1178;1446;0.0002
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::XRSystem.EndLateLatching()";0.0002;0.0001;0.0052;1326;1162;1412;8;8;0.077399997797329;0.000258;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0052;1162;1412;0.0002
"EditorConnection.RefreshObservablePlayerList";0.0002;0.0001;0.0049;1330;1147;1417;3;3;0.0789999982298468;0.0002633333;0.0002;0.0003;300;1;1;1;300;1147;0.0001;0.0049;1147;1417;0.0002
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalAdditionalCameraData.get_renderPostProcessing()";0.0002;0.0001;0.003;1330;1177;1368;8;12;0.0802999982479378;0.0002676666;0.0002;0.0002;602;2;2;4;300;1147;0;0.0029;1177;1368;0.0002
"Inl_MainLightShadow";0.0002;0.0001;0.0037;1333;1151;1360;20;20;0.0741999977253727;0.0002473333;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0037;1151;1360;0.0002
"Assembly-CSharp-firstpass.dll!PixelCrushers.DialogueSystem::Lua.get_wasInvoked()";0.0002;0.0001;0.0005;1336;1149;1252;5;5;0.0633999979836517;0.0002113333;0.0002;0.0002;300;1;1;1;300;1147;0.0001;0.0005;1149;1252;0.0004
"Inl_ScriptableRenderContext.Submit";0.0002;0.0001;0.0007;1336;1306;1446;11;11;0.0674999979237327;0.000225;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0005;1306;1330;0.0002
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.GetCurrentPipelineAssetType()";0.0002;0.0001;0.0038;1336;1149;1231;2;2;0.0698999978922075;0.000233;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0038;1149;1231;0.0002
"mscorlib.dll!System.Text::ValueStringBuilder.Append()";0.0002;0.0001;0.0003;1337;1254;1153;10;10;0.0670999977519386;0.0002236667;0.0002;0.0003;300;1;1;1;300;1147;0.0001;0.0003;1254;1153;0.0003
"TimeManager.Update";0.0002;0.0001;0.0052;1338;1149;1185;3;3;0.0723999980618828;0.0002413333;0.0002;0.0002;300;1;1;1;300;1147;0.0001;0.0052;1149;1185;0.0002
"UnityEngine.CoreModule.dll!UnityEngine::Vector3.Distance()";0.0002;0.0001;0.0003;1338;1147;1154;7;7;0.0669999977908446;0.0002233333;0.0002;0.0002;300;1;1;1;300;1147;0.0001;0.0003;1147;1154;0.0002
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::DepthNormalOnlyPass.get_allocateNormal()";0.0002;0.0001;0.0006;1341;1264;1446;15;16;0.0674999982948066;0.000225;0.0002;0.0002;602;2;2;4;300;1147;0;0.0002;1264;1148;0.0003
"Physics.TriggerEnterExits";0.0002;0.0001;0.0051;1342;1147;1321;4;4;0.078399997924862;0.0002613333;0.0002;0.0003;449;1;1;16;300;1147;0;0.005;1153;1321;0.0002
"Mirror.dll!Mirror::NetworkClient.get_connection()";0.0002;0.0001;0.0045;1344;1153;1411;5;5;0.0753999982698588;0.0002513333;0.0002;0.0003;600;2;2;2;300;1147;0;0.0044;1153;1411;0.0002
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipelineAsset.get_additionalLightsShadowResolutionTierHigh()";0.0002;0.0001;0.0011;1346;1147;1172;15;15;0.0665999983757501;0.000222;0.0002;0.0003;602;2;2;4;300;1147;0;0.001;1147;1172;0.0003
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor.get_useDynamicScale()";0.0002;0.0001;0.0031;1346;1152;1338;19;19;0.0686999983590795;0.000229;0.0002;0.0003;602;2;2;4;300;1147;0;0.003;1152;1338;0.0002
"Assembly-CSharp.dll!::<>c__DisplayClass5_0..ctor()";0.0002;0.0001;0.0006;1348;1148;1446;5;5;0.0656999983766582;0.000219;0.0002;0.0003;600;2;2;2;300;1147;0;0.0005;1148;1446;0.0003
"Inl_UniversalRenderPipeline.InitializeLightData";0.0002;0.0001;0.0004;1349;1266;1213;15;15;0.0669999977908446;0.0002233333;0.0002;0.0002;301;1;1;2;300;1147;0.0001;0.0004;1266;1213;0.0002
"AwesomeTechnologies.VegetationStudioPro.Runtime.dll!AwesomeTechnologies.VegetationSystem::VegetationSettings.GetVegetationDistance()";0.0002;0.0001;0.0004;1350;1175;1446;6;6;0.0665999983102665;0.000222;0.0002;0.0003;600;2;2;2;300;1147;0;0.0003;1148;1446;0.0002
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalAdditionalCameraData.get_allowXRRendering()";0.0002;0.0001;0.0007;1352;1224;1446;8;12;0.0689999982496374;0.00023;0.0002;0.0003;602;2;2;4;300;1147;0;0.0003;1224;1446;0.0002
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipelineAsset.get_supportsSoftShadows()";0.0002;0.0001;0.0006;1354;1147;1446;14;14;0.067899997724453;0.0002263333;0.0002;0.0003;301;1;1;2;300;1147;0.0001;0.0005;1147;1446;0.0003
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::RenderingUtils.get_useStructuredBuffer()";0.0002;0.0001;0.0031;1356;1241;1215;14;18;0.0762999983344343;0.0002543333;0.0002;0.0003;602;2;2;4;300;1147;0;0.003;1241;1215;0.0003
"FixedUpdate.XRFixedUpdate";0.0002;0.0001;0.0034;1358;1162;1446;2;2;0.0825999978042091;0.0002753333;0.0002;0.0003;449;1;1;16;300;1147;0;0.0006;1158;1350;0.0002
"Assembly-CSharp.dll!UnityEngine.Rendering.LWRP::EnviroBlitPassShafts.FrameCleanup()";0.0002;0.0001;0.0004;1361;1152;1318;14;14;0.0661999983276473;0.0002206667;0.0002;0.0003;602;2;2;4;300;1147;0;0.0002;1152;1148;0.0003
"UnityEngine.CoreModule.dll!UnityEngine::Vector3Int.get_z()";0.0002;0.0001;0.003;1364;1158;1159;8;8;0.0732999982064939;0.0002443333;0.0002;0.0003;600;2;2;2;300;1147;0;0.0028;1158;1159;0.0002
"VisualDesignCafe.Rendering.Nature.dll!VisualDesignCafe.Rendering.Nature::NatureRenderer.get_Renderers()";0.0002;0.0001;0.0006;1364;1148;1270;11;11;0.0705999975980376;0.0002353333;0.0002;0.0003;301;1;1;2;300;1147;0.0001;0.0006;1148;1270;0.0003
"UnityEngine.CoreModule.dll!UnityEngine::Vector4.get_one()";0.0002;0.0001;0.0007;1366;1147;1414;6;6;0.0695999981689965;0.000232;0.0002;0.0003;600;2;2;2;300;1147;0;0.0006;1147;1414;0.0002
"Update Lights";0.0002;0;0.0006;1368;1362;1165;3;3;0.0681999976295629;0.0002273333;0.0002;0.0003;300;1;1;1;300;1147;0;0.0006;1362;1165;0.0002
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::CopyDepthPass.set_AllocateRT()";0.0002;0.0001;0.003;1369;1150;1284;12;13;0.0703999982506502;0.0002346667;0.0002;0.0003;602;2;2;4;300;1147;0;0.0029;1150;1284;0.0004
"UnityEngine.CoreModule.dll!UnityEngine.Events::BaseInvokableCall..ctor()";0.0002;0.0001;0.0004;1369;1152;1261;9;14;0.0681999982771231;0.0002273333;0.0002;0.0003;600;2;2;2;300;1147;0;0.0002;1152;1147;0.0002
"Crest.dll!Crest::Hashy.CreateHash()";0.0002;0.0001;0.0016;1373;1151;1328;7;12;0.0721999982270063;0.0002406667;0.0002;0.0003;600;2;2;2;300;1147;0;0.0015;1151;1328;0.0002
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalAdditionalCameraData.get_volumeLayerMask()";0.0002;0.0001;0.0005;1373;1341;1446;11;12;0.0709999982063891;0.0002366667;0.0002;0.0003;602;2;2;4;300;1147;0;0.0002;1226;1148;0.0003
"Inl_RenderPassBlock.MainRenderingOpaque";0.0002;0.0001;0.0006;1374;1150;1413;14;14;0.0708999974594917;0.0002363333;0.0002;0.0003;301;1;1;2;300;1147;0.0001;0.0006;1150;1413;0.0003
"Unity.InputSystem.dll!UnityEngine.InputSystem::InputManager.get_gameHasFocus()";0.0002;0.0001;0.0017;1374;1149;1446;7;7;0.104699997427815;0.000349;0.0002;0.0005;833;1;1;10;300;1147;0;0.0017;1153;1446;0.0003
"UnityEngine.UI.dll!UnityEngine.EventSystems::PointerEventData.set_radius()";0.0002;0.0001;0.0036;1374;1326;1279;10;10;0.0794999983627349;0.0002685811;0.0002;0.0003;592;2;2;2;296;1147;0;0.0034;1326;1279;0.0002
"mscorlib.dll!::NumberBuffer.set_sign()";0.0002;0.0001;0.0005;1375;1147;1446;9;10;0.0685999982670182;0.0002286667;0.0002;0.0003;600;2;2;2;300;1147;0;0.0004;1147;1446;0.0002
"Inl_AdditionalLightsShadowCasterPass";0.0002;0.0002;0.0005;1376;1147;1446;17;17;0.0713999974104809;0.000238;0.0002;0.0003;301;1;1;2;300;1147;0.0002;0.0004;1147;1342;0.0002
"FixedUpdate.ClearLines";0.0002;0.0001;0.0074;1379;1157;1446;2;2;0.110199997412565;0.0003673333;0.0001;0.0004;449;1;1;16;300;1147;0;0.0044;1407;1272;0.0001
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipelineAsset.get_supportsCameraDepthTexture()";0.0002;0.0001;0.0108;1379;1148;1354;13;13;0.106099998010905;0.0003536667;0.0002;0.0003;301;1;1;2;300;1147;0.0001;0.0108;1148;1354;0.0002
"UnityEngine.UI.dll!UnityEngine.EventSystems::PointerEventData.get_radiusVariance()";0.0002;0.0001;0.0004;1381;1147;1420;10;10;0.0675999982922804;0.0002283784;0.0002;0.0003;592;2;2;2;296;1147;0;0.0002;1147;1149;0.0002
"Unity.InputSystem.dll!UnityEngine.InputSystem.LowLevel::InputEventBuffer.get_eventCount()";0.0002;0.0001;0.0023;1383;1150;1148;5;8;0.0719999982247828;0.00024;0.0002;0.0003;693;2;2;3;300;1147;0;0.0022;1150;1148;0.0003
"Physics.JointBreaks";0.0002;0.0001;0.0018;1384;1151;1446;4;4;0.0781999978862586;0.0002606667;0.0002;0.0003;449;1;1;16;300;1147;0;0.0007;1151;1157;0.0002
"Unity.InputSystem.dll!UnityEngine.InputSystem.LowLevel::InputEventPtr.get_valid()";0.0002;0.0001;0.003200001;1384;1150;1191;8;11;0.152799996285466;0.0005093333;0.0002;0.0009999999;1759;2;2;21;300;1147;0;0.002;1150;1191;0.0009999999
"Unity.RenderPipelines.Universal.Runtime.dll!::RenderingFeatures.get_msaa()";0.0002;0.0001;0.0012;1388;1444;1446;7;10;0.0735999981261557;0.0002453333;0.0002;0.0003;601;2;2;3;300;1147;0;0.0008;1444;1446;0.0002
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::PostProcessPasses.get_postProcessPass()";0.0002;0.0001;0.0007;1388;1154;1446;13;13;0.0699999982243753;0.0002333333;0.0002;0.0003;602;2;2;4;300;1147;0;0.0003;1147;1446;0.0002
"Crest.dll!::SegmentRegistrarRingBuffer.ReleaseLast()";0.0002;0.0001;0.0007;1390;1148;1260;4;4;0.0736999974615173;0.0002456667;0.0002;0.0003;300;1;1;1;300;1147;0.0001;0.0007;1148;1260;0.0003
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::VisibleLight.get_spotAngle()";0.0002;0.0001;0.0008;1390;1161;1446;20;20;0.0721999981687986;0.0002406667;0.0002;0.0003;602;2;2;4;300;1147;0;0.0003;1161;1446;0.0003
"UnityEngine.CoreModule.dll!UnityEngine::Vector3.get_back()";0.0002;0.0001;0.0008;1392;1164;1446;8;8;0.0712999981842586;0.0002376667;0.0002;0.0003;600;2;2;2;300;1147;0;0.0004;1157;1446;0.0002
"UnityEngine.UI.dll!UnityEngine.EventSystems::RaycasterManager.GetRaycasters()";0.0002;0.0001;0.0023;1392;1165;1218;10;10;0.0730999974621227;0.0002469594;0.0002;0.0003;296;1;1;1;296;1147;0.0001;0.0023;1165;1218;0.0003
"EarlyUpdate.PerformanceAnalyticsUpdate";0.0002;0.0001;0.0007;1393;1153;1184;2;2;0.0740999972840655;0.000247;0.0002;0.0003;300;1;1;1;300;1147;0.0001;0.0007;1153;1184;0.0002
"UnityEngine.UI.dll!UnityEngine.EventSystems::PointerEventData.get_twist()";0.0002;0.0001;0.0004;1394;1153;1264;10;10;0.0696999982392299;0.000235473;0.0002;0.0003;592;2;2;2;296;1147;0;0.0002;1152;1149;0.0002
"Crest.dll!Crest::LodDataMgrFoam.get_ShaderSim()";0.0002;0.0001;0.0037;1395;1179;1446;10;10;0.077399998132023;0.000258;0.0002;0.0003;630;2;2;20;300;1147;0;0.0005;1179;1446;0.0003
"mscorlib.dll!System::Nullable`1.GetValueOrDefault()";0.0002;0.0001;0.0029;1395;1164;1337;7;20;0.0760999980411725;0.0002536667;0.0002;0.0003;601;2;2;3;300;1147;0;0.0028;1164;1337;0.0002
"UnityEngine.CoreModule.dll!Unity.Collections::NativeSlice`1.get_Stride()";0.0002;0.0001;0.0007;1401;1181;1446;9;11;0.0746999981420231;0.000249;0.0002;0.0003;600;2;2;2;300;1147;0;0.0005;1181;1446;0.0002
"UnityEngine.CoreModule.dll!UnityEngine::BoundingSphere..ctor()";0.0002;0.0001;0.0025;1401;1166;1217;5;5;0.0731999981289846;0.000244;0.0002;0.0003;600;2;2;2;300;1147;0;0.0024;1149;1217;0.0003
"mscorlib.dll!System::Type.get_DefaultBinder()";0.0002;0.0001;0.0007;1405;1205;1227;8;8;0.0761999974783976;0.000254;0.0002;0.0003;300;1;1;1;300;1147;0.0001;0.0007;1205;1227;0.0003
"UnityEngine.UI.dll!UnityEngine.EventSystems::PointerEventData.set_altitudeAngle()";0.0002;0.0001;0.0004;1407;1149;1164;10;10;0.0714999981937581;0.0002415541;0.0002;0.0003;592;2;2;2;296;1147;0;0.0002;1149;1147;0.0003
"Assembly-CSharp-firstpass.dll!PixelCrushers.DialogueSystem::UnityUIQuestLogWindow.Update()";0.0002;0.0001;0.0009;1410;1147;1261;4;4;0.0820999977731844;0.0002736667;0.0002;0.0003;300;1;1;1;300;1147;0.0001;0.0009;1147;1261;0.0004
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::PostProcessPasses.get_colorGradingLut()";0.0002;0.0001;0.003;1411;1213;1221;13;13;0.0764999980892753;0.000255;0.0002;0.0003;602;2;2;4;300;1147;0;0.0028;1157;1221;0.0002
